﻿Column1,Column2
"En grillant un porc, un apprenti mit le feu à la paille, et l’abattoir de M. Cornu, charcutier au Vésinet, s’en alla en fumée.",Vésinet
"Non, l’auto 76 de la course Gaillon n’a pas culbuté le char du déménageur ; c’est elle qui fut lésée : rupture d’une roue avant.",Gaillon
"Pour mettre fin à une maladie de l’estomac, Mme Louise Normand, d’Issou, s’est pendue.",
"Un artilleur du 40e a pris d’assaut, dans les champs de Maizey (Meuse), une sexagénaire. On le recherche.",Maizey; Meuse
Quatre perles fort belles ont été mystérieusement volées au château de Gesvres-le-Duc (Crouy-sur-Ourcq).,château de Gesvres-le-Duc; Crouy-sur-Ourcq
"Zone militaire, dans un duel au couteau pour la maigre Adeline, le vannier Capello a blessé au bas-ventre Monari, montreur d’ours.",Monari
"Hier après-midi, Henri Broussin lapidait les passants rue de Paris, à Montreuil. Il est maintenant à l’infirmerie du Dépôt.",Paris; Montreuil; Dépôt
"Une centaine de garçons ont manifesté hier, à six heures, contre deux cafés, boulevard de Strasbourg et rue Béranger.",boulevard de Strasbourg; rue Béranger
"Poupon, Gaudin, Jiffray, Ordronneau, Granic nient avoir tué Mme Louet. Le juge de Rambouillet les arrête tout de même.",Granic; Rambouillet
"Le crime de Prunay-sous-Athis. Il semble bien que la mise en liberté de Mme Faudoire soit prochaine, mais non celle de son mari.",Prunay-sous-Athis
Dix-huit sur dix-neuf conseillers municipaux de Tournus (S.-et-L.) professent que les parlementaires sont trop payés et qu’ils sont trop.,Tournus
"Acquittés, les patrons cordonniers de Marseille. « En l’état de dérogations, la loi-repos ne saurait leur être applicable. »",Marseille
"Le matricide Gauthard, qui devait passer demain aux assises de l’Yonne, s’est jeté par la fenêtre : fracture du bassin.",Yonne
"La Virago et autres vieux canons ont été embarqués à Bordeaux, une usine anglaise les ayant achetés pour leur bronze.",Bordeaux
"Le changeur J. Banon était en fuite. Pris prés de Digne, on l’a ramené à Marseille, théâtre de ses opérations illicites.",Digne; Marseille
"Le parquet de Rambouillet a fait arrêter Mme Gaudoire, la fille du père Bellanger, qui se pendit ou qu’on pendit.",Rambouillet
"Un incendie a détruit, à Crezieux (Loire), une maison que le vicomte de Meaux, ex-ministre, avait emplie de meubles rares.",Crezieux; Loire; Meaux
"Au hameau de Boutaresse (Puy-de-Dôme) la veuve Giron a été étranglée, volée et pendue, on ignore complètement par qui.",Boutaresse; Puy-de-Dôme
"Cernés par cinq gendarmes dans la villa de Vincennes qu’ils cambriolaient, Lambert, Rives et Liplet se sont rendus.",Vincennes; Lambert
"À Toulouse, des ouvriers de toutes corporations ont manifesté contre la compagnie du gaz, hostile au syndicalisme.",Toulouse
"Au sortir de la gare de Vienne (Isère) l’express 8 a écrasé le poseur Martel, père de neuf enfants.",gare de Vienne; Isère
"D’une balle au cœur, le meurtrier de Mlle Hureux s’est suicidé à Lens, en face de la demeure familiale.",Lens
"Malgré elle, un fantassin balançait à toute volée sur une escarpolette Mlle Laveline, de Nancy. Chute mortelle de 4 mètres.",Nancy
"Le coup qu’il asséna sur les mains sacrilèges d’un gendarme d’inventaire vaut vingt jours de prison au Breton Le Nadan, du Moustoir.",Nadan; Moustoir
"Amants, Gilles, de Piolenc, 24 ans, et une divorcée plus jeune encore se sont suicidés à Orange, poison et asphyxie combinés.",
"M. Jean-Baptiste Trystram, ex-député, ex-sénateur, président honoraire de la Chambre de Commerce, est mort hier soir à 8 heures.",Chambre de Commerce
"Avec un couteau à fromage, le banlieusard marseillais Coste a tué sa sœur qui, comme lui épicière, lui faisait concurrence. (Tél.)",
"À 5 heures, Marie Leca entrait comme bonne chez le Dr Metzger ; à 8, elle partait, emportant pour 10.000 fr. de fourrures et de bijoux.",
"Quand Mme Blood arriva à Toulouse par l’express 116, il manquait, paraît-il, dans ses malles pour 36.000 francs de joyaux.",Toulouse
Assises de la Marne. Le charretier Vittet est condamné au bagne perpétuel. Il avait tué de quatre coups de marteau le maire Lelarge.,
"À Lyon, après avoir prôné les patronages qui combattent l’influence de la laïque, le Congrès de l’Action libérale se clôt.",Lyon
Dix-huit procès-verbaux ont été dressés au cours des incidents dont l’inventaire de Plouguerneau (Finistère) fut le prétexte.,Plouguerneau; Finistère
Des tisseurs grévistes de Lille ont jeté de la boue à leur directeur. Il tira sans les atteindre.,de Lille
"Latteux, de Saint-Ouen, est tombé dans la cheminée d’appel d’une prise d’eau qui s’ouvre au milieu de la Seine. Noyé.",Seine
"Pris en flagrant délit d’effraction d’une villa, à Saint-Cloud, Le Marée, de Puteaux, et Desfayes, de Nanterre, ont été arrêtés.",Saint-Cloud; Le Marée; Puteaux; Desfayes; Nanterre
"Le rentier Léopold Fleuriot, 60 ans, qui chassait sur le territoire de Sagy, a reçu une décharge à bout portant.",Sagy
"Rue Neuve-des-Boulets, la ménagère Dumé, 42 ans, de la rue de la Petite-Pierre, a été percée d’une balle venue d’on ne sait qui.",Rue Neuve-des-Boulets
"À la terrasse d’un marchand de vin du quai aux Fleurs, toutes les tables ont été brisées. Motif : le repos hebdomadaire.",Fleurs
"Des gens se disant Portugais, qui ne sont pas portugais, peut-être, et Mme de Bragance quitte Versailles, décevant son hôtelier.",Portugais; Versailles
"Le Pantinois Christian Doublier, trois ans, s’est mortellement ébouillanté en tombant dans un cuveau de lessive.",Pantinois
Les Blonquet suaient l’alcool. Un cabaretier de Saint-Maur osa leur refuser à boire. Ils le frappèrent d’un poignard indigné.,
"Il faisait nuit. Cinq personnes allaient de Damvix à Arcais, trois et le cheval se noyèrent, l’équipage étant tombé dans la Sevre.",Damvix; Arcais; la Sevre
"Le préfet maritime de Brest a traité les officiers de l’escadre russe. L’un d’eux, l’adjudant principal Gramozdine, est mort.",Brest; Gramozdine
"Deux hommes d’équipe, tamponnés par un wagon en dérive, ont été broyés dans la gare de Rochefort.",Rochefort
"On a installé au lycée d’Amiens un médaillon de Louis Thuillier, qui mourut du choléra en Égypte où il l’étudiait.",Amiens; Égypte
"Six rôdeurs (et parmi eux Tropernier, le chef) qui dévastaient les poulaillers, les étalages et les villas de Courbevoie, ont été capturés.",Tropernier; Courbevoie
"Cinq garçons de 12 à 15 ans, qui s’étaient évadés de la colonie d’Orgeville, ont été arrêtés, pour mendicité, à Jeufosse.",Orgeville
"Mondier, 75 bis, rue des Martyrs, lisait au lit. Il mit le feu aux draps, et c’est à Lariboisière qu’il est maintenant couché.",Mondier; rue des Martyrs; Lariboisière
Les jeunes Guillemeau et Boileau ont été arrêtés à Saint-Cloud dans l’exercice de leur profession de cambrioleurs.,Guillemeau; Saint-Cloud
Le tronc de saint Antoine de Padoue a été fracturé dans Saint-Germain-l’Auxerrois. Le saint cherche son cambrioleur.,Saint-Germain-l’Auxerrois
"Devant le 18 de la rue Ampère, le cocher livreur Jean Habon, sexagénaire, a été broyé par son attelage emporté.",rue Ampère
"À la Charité (salle Corvisart) et à Broussais (laboratoire), incendies qui n’ont fait de mal à personne.",Charité; Broussais
"À Oyonnax, Mlle Cottet, 18 ans, a vitriolé M. Besnard, 25 ans. L’amour, naturellement.",Oyonnax
"Lalauze, 38 ans, garçon de magasin à Avignon, s’est tué à bicyclette à Montfavet, où il faisait des recouvrements.",Lalauze; Avignon; Montfavet
"Cette fois, l’image du crucifix est solidement boulonnée au mur de l’école de Bouille. Voilà pour le préfet de M.-et-L.",Bouille
"Les foires de l’arrondissement de Remiremont sont interdites aux bœufs, chèvres, moutons, cochons, à cause de la fièvre aphteuse.",
"Ému par des pertes d’argent, M. C…, employé de banque, s’est fracassé d’une balle la mâchoire dans un fourré du bois de Boulogne.",bois de Boulogne
"Avec furet et chien, le rentier Thiercelin, de Milly, partait à la chasse hier matin. Il n’a pas reparu. On bat les bois.",Thiercelin; Milly
"À Brest, avec dix-huit chaudières allumées et trois machines en mouvement, la République marche à 18 nœuds 8.",Brest
"On commençait à croire surnaturels les voleurs de fils télégraphiques. En voici un de pris pourtant : Eug. Matifos, de Boulogne.",Eug; Boulogne
"Décapité et le ventre béant, Arsius, 15 ans, de Champigny, gisait sous un tunnel. Un crime, croyait-on. Non, il était tombé du train.",Champigny
"Mme Briotat, de Vincennes, 71 ans, a été brûlée vive (chute de sa lampe). À Charenton, le berceau de la petite Magot a pris feu.",Vincennes; Charenton; petite Magot
"Baron Jean de Christille, ex-diplomate. Sous ce nom, Ferbet (arrêté hier, à Choisy-le-Roi) tapait depuis quinze ans l’aristocratie.",Choisy-le-Roi
"Le forain François Étienne, 22 ans, qui tua à Étampes Louis Dation, 18 ans, est condamné à huit ans de réclusion.",Étampes
M. Lequeux a fait voter par les conseillers municipaux de La Père (Aisne) une protestation contre la cupidité du législateur.,La Père; Aisne
"Happé, territoire de Belfort, par cinq douaniers allemands, Ronfort a poussé de tels cris qu’ils se sont enfuis chez eux, épouvantés.",territoire de Belfort
"Ce n’est pas le maire de Charmoille et sa fille qui ont été arrêtés aux inventaires : c’est celui de R…, lieu voisin, et sa fille.",Charmoille; R
"Mari déjà de Thérèse Hannot, Lhuillier, de Pierry (Marne), épousa, le mois dernier, Maria Lourdeau. Arrestation du bigame.",Pierry; Marne
"Plutôt que de remettre son service, M. Rey, de Saint-Calais, se barricada. On fit sauter la porte. Il s’était éclipsé.",Saint-Calais
"Le colonel de Lestapis, du 14e hussards, demande sa mise à la retraite. Il lui déplaît qu’on inventorie les églises.",
"Estimant l’amnistie de 1906 applicable aux crimes et délits connexes à la désertion, le conseil de guerre de Châlons acquitte Landucci.",Châlons; Landucci
Le syndicat de l’arsenal de Rochefort a décidé de présenter quatre revendications. Refus ? La grève.,Rochefort
"La Loire partira de l’île d’Aix pour la Guyane le 21 décembre, avec 490 condamnés, dont 265 forçats.",La Loire; île d’Aix; Guyane
"Suicide à la carbonisation : Mme Le Bise, de Landriec (Finistère), imbiba de pétrole ses jupes et alluma.",Landriec; Finistère
"Lefloch, Bataille et Besnard n’avaient encore recueilli que 2 kilomètres de fil téléphonique quand, près d’Athis, on les arrêta.",Athis
X s’était coiffé d’une casquette administrative. Il put à loisir couper 2.900 m. de fil téléphoniques sur la route nationale 19.,
"La cambriole a sévi à Montgeron sur les villas de MM. Loubière, Soulier, Petit et Rayer.",Montgeron; Rayer
"Sommés de se rendre, des contrebandiers qui amarraient à Boulogne une barque d’alcool se sont retirés à la nage.",Boulogne
"Négociant parisien ruiné, Nicolas Darmont s’est pendu à Châtillon ; jaloux, quitté par sa femme, Gineys, de Deuil, s’est asphyxié.",Châtillon; Deuil
"La chiffonnière versaillaise Bassinet a trouvé pour 40.000 fr. de titres, et, comme dans le Portefeuille de Mirbeau, restitué.",Bassinet
"D’ordinaire battue par lui, Fleur des Bastions a pris sa revanche à coups de canif dans la figure du Pantinois Gabriel Mélin.",
"Le maire du Vésinet hait les sirènes. Elles devront se taire, à bord des autos, sur son territoire.",Vésinet
"Mlle Paulin, des Mureaux, 46 ans, a été saccagée, à 9 heures du soir, par un satyre (22 ans, trapu, chapeau mou sur visage ovale).",Mureaux
"Chez Gabrielle Contret, dont les charmes sont bien connus à Lunéville, on a saisi un attirail à fabriquer des écus Léopold.",Lunéville
"Le 61 Nation-Dauphine a tamponné Joseph Guérin qui, ayant laissé tomber sa canne sur la voie du métro, la voulait ramasser.",
"Dans le feu d’une discussion, le chapelier François Tondu a frappé de coups de couteau son père, Jean-Baptiste.",
"Susceptible comme un mari, Louis Dubé a poignardé dans la rue de Flandre sa maîtresse Florence Prévost.",rue de Flandre
"Quai de la Conférence, deux tramways s’abordèrent. Plusieurs voyageurs de Gare de Lyon-Alma en pâtirent légèrement.",Quai de la Conférence; Gare de Lyon-Alma
"Un enfant seul (trois ans, complet bleu) a été trouvé tout en larmes, hier soir, place de la Bastille.",place de la Bastille
"À 4 h. 40 du soir, le 463 a tamponné sous un tunnel le poseur Pierre Orillé, de Nanterre, mais sans le tuer.",Nanterre
"Au sortir d’un bal-musette d’Aubervilliers, Jules Rivière a plongé son eustache dans le dos d’Henri Brabant.",Aubervilliers
À grand’ peine mata-t-on Bourlont et Vastelot qui brisaient les devantures et molestaient les citoyens dans Charenton.,Bourlont; Vastelot; Charenton
"Sans motif que l’on connaisse, le cocher Virard a pris pour cible les époux Dictus, de Gennevilliers. Une balle atteignit l’épouse.",Gennevilliers
"Les nuits du Bas-Meudon. Une errante entraînait Loret vers un antre nuptial, quand quatre brutaux en espadrilles le dévalisèrent.",Bas-Meudon
"Le dirigeable militaire Patrie a fait, hier matin, à Moisson, deux ascensions libres, sous le commandement de MM. Voyer et Bois.",Moisson
"Robin et Cugnien ont été ramassés blessés, à Versailles. Victimes d’une agression, disent-ils. Duellistes au couteau, croit-on.",Versailles
La Fédération républicaine de M.-et-M. et le conseil municipal de Troyes estiment que les législateurs exagèrent leur prix.,Troyes
"Un homme sur l’île Harbourg, un à bord du Lardieu en dérive font des signaux de détresse. Part vers eux un canot brestois.",île Harbourg; Lardieu
"Escortée d’un vieillard, Jeanne Ostende, 18 ans, a été poignarder dans une caserne de Toulon le matelot Victor Michel.",Toulon
"Le directeur des tramways brestois, soixante-trois fois contrevenant à la loi sur le repos, payera soixante-trois amendes d’un franc.",
Le préfet du Finistère voulait inventorier à Molène et à Ouessant ; mais la tempête l’a contraint à regagner Brest.,Finistère; Molène; Ouessant; Brest
"À Saint-Ouen, entre chiffonniers. Ayant reçu de Z. Mordiaz un coup de gourdin, Fromental lui abattit une barre de fer sur la nuque.",Saint-Ouen
"Désigné par Napoléon, M. de Dion préside demain le banquet anniversaire de l’élection de L. Bonaparte à la présidence de la R. (1848).",
"Favorisés par la tempête, des malfaiteurs cambriolèrent l’église de Reynier, près Toulon, qui le fut déjà il y a trois mois.",Reynier; Toulon
"Hélène Pook, elle, n’aimait pas être battue. Elle quitta Furth. Mais il la rencontra porte d’Ivry, et c’est au couteau qu’il frappa.",Ivry
"Bouclés dans l’asile de nuit de Bray, où leur pipe avait enflammé la paillasse, deux colporteurs grillaient déjà quand on ouvrit.",
"Marcelle, de Sèvres, avait le rentier Weiss dans son lit et dans son armoire Julot, qui en sortit, armé d’un catalan, et empocha l’or.",Marcelle; Sèvres
"Pour la cinquième fois, Cuviltier, poissonnier à Marines, s’est empoisonné, et, cette fois, c’est définitif.",Marines
"T« Aïe ! cria le rusé mangeur d’huîtres, une perle ! » Un voisin de table l’acheta 100 francs. Prix : 30 sous au bazar de Maisons-Laffitte.",Maisons-Laffitte
